,Date,Período,Região,Estado,Linhagens relevantes,Frequência
847,2021-03,Mar 2021,Nordeste,Paraíba,B.1.1.7 (Alfa),1
848,2021-03,Mar 2021,Nordeste,Paraíba,P.1 (Gama),32
849,2021-03,Mar 2021,Nordeste,Paraíba,P.2,3
850,2021-03,Mar 2021,Nordeste,Pernambuco,B.1.1,1
851,2021-03,Mar 2021,Nordeste,Pernambuco,P.1 (Gama),3
852,2021-03,Mar 2021,Nordeste,Piauí,P.1 (Gama),1
853,2021-03,Mar 2021,Nordeste,Rio Grande do Norte,P.1 (Gama),10
854,2021-03,Mar 2021,Nordeste,Sergipe,P.1 (Gama),47
855,2021-03,Mar 2021,Nordeste,Sergipe,P.2,3
856,2021-03,Mar 2021,Norte,Acre,P.1 (Gama),31
857,2021-03,Mar 2021,Norte,Amapá,P.1 (Gama),22
858,2021-03,Mar 2021,Norte,Amapá,P.2,1
859,2021-03,Mar 2021,Norte,Amazonas,Outras,2
860,2021-03,Mar 2021,Norte,Amazonas,P.1 (Gama),152
861,2021-03,Mar 2021,Norte,Amazonas,P.1.4,3
862,2021-03,Mar 2021,Norte,Pará,P.1 (Gama),36
863,2021-03,Mar 2021,Norte,Pará,P.2,1
864,2021-03,Mar 2021,Norte,Rondônia,P.1 (Gama),2
865,2021-03,Mar 2021,Norte,Roraima,P.1 (Gama),2
866,2021-03,Mar 2021,Norte,Tocantins,B.1.1.28,1
867,2021-03,Mar 2021,Norte,Tocantins,P.1 (Gama),15
868,2021-03,Mar 2021,Norte,Tocantins,P.1.7,1
869,2021-03,Mar 2021,Sudeste,Espírito Santo,B.1.1.7 (Alfa),9
870,2021-03,Mar 2021,Sudeste,Espírito Santo,P.1 (Gama),6
871,2021-03,Mar 2021,Sudeste,Espírito Santo,P.2,1
872,2021-03,Mar 2021,Sudeste,Minas Gerais,B.1.1.33,1
873,2021-03,Mar 2021,Sudeste,Minas Gerais,B.1.1.7 (Alfa),19
874,2021-03,Mar 2021,Sudeste,Minas Gerais,P.1 (Gama),69
875,2021-03,Mar 2021,Sudeste,Minas Gerais,P.2,12
876,2021-03,Mar 2021,Sudeste,Rio de Janeiro,B.1.1,1
877,2021-03,Mar 2021,Sudeste,Rio de Janeiro,B.1.1.28,1
878,2021-03,Mar 2021,Sudeste,Rio de Janeiro,B.1.1.7 (Alfa),11
879,2021-03,Mar 2021,Sudeste,Rio de Janeiro,Outras,1
880,2021-03,Mar 2021,Sudeste,Rio de Janeiro,P.1 (Gama),405
881,2021-03,Mar 2021,Sudeste,Rio de Janeiro,P.2,11
882,2021-03,Mar 2021,Sudeste,São Paulo,B.1.1.28,55
883,2021-03,Mar 2021,Sudeste,São Paulo,B.1.1.7 (Alfa),106
884,2021-03,Mar 2021,Sudeste,São Paulo,Outras,65
885,2021-03,Mar 2021,Sudeste,São Paulo,P.1 (Gama),1544
886,2021-03,Mar 2021,Sudeste,São Paulo,P.1.7,2
887,2021-03,Mar 2021,Sudeste,São Paulo,P.2,109
888,2021-03,Mar 2021,Sul,Paraná,B.1.1.28,4
889,2021-03,Mar 2021,Sul,Paraná,B.1.1.7 (Alfa),1
890,2021-03,Mar 2021,Sul,Paraná,P.1 (Gama),75
891,2021-03,Mar 2021,Sul,Paraná,P.2,16
892,2021-03,Mar 2021,Sul,Rio Grande do Sul,B.1.1.28,3
893,2021-03,Mar 2021,Sul,Rio Grande do Sul,B.1.1.33,1
894,2021-03,Mar 2021,Sul,Rio Grande do Sul,P.1 (Gama),122
895,2021-03,Mar 2021,Sul,Rio Grande do Sul,P.2,6
896,2021-03,Mar 2021,Sul,Santa Catarina,B.1.1.28,1
897,2021-03,Mar 2021,Sul,Santa Catarina,B.1.1.33,1
898,2021-03,Mar 2021,Sul,Santa Catarina,P.1 (Gama),86
899,2021-03,Mar 2021,Sul,Santa Catarina,P.2,4
900,2021-04,Abr 2021,Centro-oeste,Goiás,B.1.1.7 (Alfa),2
901,2021-04,Abr 2021,Centro-oeste,Goiás,B.1.617.2 (Delta),3
902,2021-04,Abr 2021,Centro-oeste,Goiás,P.1 (Gama),169
903,2021-04,Abr 2021,Centro-oeste,Goiás,P.1.7,3
904,2021-04,Abr 2021,Centro-oeste,Mato Grosso,B.1.1.7 (Alfa),1
905,2021-04,Abr 2021,Centro-oeste,Mato Grosso,P.1 (Gama),8
906,2021-04,Abr 2021,Centro-oeste,Mato Grosso,P.1.7,2
907,2021-04,Abr 2021,Centro-oeste,Mato Grosso do Sul,P.1 (Gama),20
908,2021-04,Abr 2021,Centro-oeste,Mato Grosso do Sul,P.2,2
909,2021-04,Abr 2021,Nordeste,Alagoas,P.1 (Gama),55
910,2021-04,Abr 2021,Nordeste,Alagoas,P.1.7,5
911,2021-04,Abr 2021,Nordeste,Bahia,P.1 (Gama),35
912,2021-04,Abr 2021,Nordeste,Bahia,P.1.7,1
913,2021-04,Abr 2021,Nordeste,Bahia,P.2,2
914,2021-04,Abr 2021,Nordeste,Ceará,P.1 (Gama),33
915,2021-04,Abr 2021,Nordeste,Ceará,P.1.7,1
916,2021-04,Abr 2021,Nordeste,Maranhão,P.1 (Gama),50
917,2021-04,Abr 2021,Nordeste,Maranhão,P.1.7,3
918,2021-04,Abr 2021,Nordeste,Paraíba,P.1 (Gama),24
919,2021-04,Abr 2021,Nordeste,Paraíba,P.1.7,1
920,2021-04,Abr 2021,Nordeste,Pernambuco,B.1.1.7 (Alfa),1
921,2021-04,Abr 2021,Nordeste,Pernambuco,P.1 (Gama),29
922,2021-04,Abr 2021,Nordeste,Rio Grande do Norte,P.1 (Gama),6
923,2021-04,Abr 2021,Nordeste,Rio Grande do Norte,P.2,2
924,2021-04,Abr 2021,Nordeste,Sergipe,P.1 (Gama),1
925,2021-04,Abr 2021,Norte,Acre,P.1 (Gama),22
926,2021-04,Abr 2021,Norte,Amazonas,B.1.1.7 (Alfa),1
927,2021-04,Abr 2021,Norte,Amazonas,Outras,21
928,2021-04,Abr 2021,Norte,Amazonas,P.1 (Gama),107
929,2021-04,Abr 2021,Norte,Amazonas,P.1.4,27
930,2021-04,Abr 2021,Norte,Pará,P.1 (Gama),33
931,2021-04,Abr 2021,Norte,Roraima,Outras,1
932,2021-04,Abr 2021,Norte,Tocantins,P.1 (Gama),17
933,2021-04,Abr 2021,Norte,Tocantins,P.1.7,1
934,2021-04,Abr 2021,Sudeste,Espírito Santo,B.1.1.28,1
935,2021-04,Abr 2021,Sudeste,Espírito Santo,B.1.1.7 (Alfa),5
936,2021-04,Abr 2021,Sudeste,Espírito Santo,P.1 (Gama),25
937,2021-04,Abr 2021,Sudeste,Espírito Santo,P.1.7,3
938,2021-04,Abr 2021,Sudeste,Espírito Santo,P.2,2
939,2021-04,Abr 2021,Sudeste,Minas Gerais,B.1.1.7 (Alfa),1
940,2021-04,Abr 2021,Sudeste,Minas Gerais,P.1 (Gama),13
941,2021-04,Abr 2021,Sudeste,Rio de Janeiro,B.1.1.7 (Alfa),18
942,2021-04,Abr 2021,Sudeste,Rio de Janeiro,Outras,3
943,2021-04,Abr 2021,Sudeste,Rio de Janeiro,P.1 (Gama),874
944,2021-04,Abr 2021,Sudeste,Rio de Janeiro,P.1.7,2
945,2021-04,Abr 2021,Sudeste,Rio de Janeiro,P.2,7
946,2021-04,Abr 2021,Sudeste,São Paulo,B.1.1,1
947,2021-04,Abr 2021,Sudeste,São Paulo,B.1.1.28,13
948,2021-04,Abr 2021,Sudeste,São Paulo,B.1.1.7 (Alfa),97
949,2021-04,Abr 2021,Sudeste,São Paulo,B.1.617.2 (Delta),2
950,2021-04,Abr 2021,Sudeste,São Paulo,Outras,67
951,2021-04,Abr 2021,Sudeste,São Paulo,P.1 (Gama),2251
952,2021-04,Abr 2021,Sudeste,São Paulo,P.1.7,14
953,2021-04,Abr 2021,Sudeste,São Paulo,P.2,19
954,2021-04,Abr 2021,Sul,Paraná,B.1.1,1
955,2021-04,Abr 2021,Sul,Paraná,B.1.1.7 (Alfa),2
956,2021-04,Abr 2021,Sul,Paraná,B.1.617.2 (Delta),3
957,2021-04,Abr 2021,Sul,Paraná,Outras,1
958,2021-04,Abr 2021,Sul,Paraná,P.1 (Gama),164
959,2021-04,Abr 2021,Sul,Paraná,P.1.4,2
960,2021-04,Abr 2021,Sul,Paraná,P.1.7,3
961,2021-04,Abr 2021,Sul,Paraná,P.2,3
962,2021-04,Abr 2021,Sul,Rio Grande do Sul,B.1.1.28,2
963,2021-04,Abr 2021,Sul,Rio Grande do Sul,P.1 (Gama),89
964,2021-04,Abr 2021,Sul,Rio Grande do Sul,P.2,5
965,2021-04,Abr 2021,Sul,Santa Catarina,B.1.1.7 (Alfa),1
966,2021-04,Abr 2021,Sul,Santa Catarina,P.1 (Gama),66
967,2021-04,Abr 2021,Sul,Santa Catarina,P.1.7,1
968,2021-05,Mai 2021,Centro-oeste,Distrito Federal,P.1 (Gama),9
969,2021-05,Mai 2021,Centro-oeste,Goiás,B.1.1.7 (Alfa),1
970,2021-05,Mai 2021,Centro-oeste,Goiás,P.1 (Gama),155
971,2021-05,Mai 2021,Centro-oeste,Goiás,P.1.7,26
972,2021-05,Mai 2021,Centro-oeste,Mato Grosso,P.1 (Gama),21
973,2021-05,Mai 2021,Centro-oeste,Mato Grosso do Sul,P.1 (Gama),1
974,2021-05,Mai 2021,Nordeste,Alagoas,P.1 (Gama),54
975,2021-05,Mai 2021,Nordeste,Alagoas,P.1.7,7
976,2021-05,Mai 2021,Nordeste,Bahia,B.1.1.7 (Alfa),14
977,2021-05,Mai 2021,Nordeste,Bahia,P.1 (Gama),111
978,2021-05,Mai 2021,Nordeste,Bahia,P.1.7,3
979,2021-05,Mai 2021,Nordeste,Bahia,P.2,1
980,2021-05,Mai 2021,Nordeste,Ceará,P.1 (Gama),74
981,2021-05,Mai 2021,Nordeste,Ceará,P.1.4,5
982,2021-05,Mai 2021,Nordeste,Ceará,P.1.7,1
983,2021-05,Mai 2021,Nordeste,Maranhão,B.1.617.2 (Delta),5
984,2021-05,Mai 2021,Nordeste,Maranhão,P.1 (Gama),32
985,2021-05,Mai 2021,Nordeste,Maranhão,P.1.7,13
986,2021-05,Mai 2021,Nordeste,Paraíba,P.1 (Gama),15
987,2021-05,Mai 2021,Nordeste,Pernambuco,B.1.1.7 (Alfa),2
988,2021-05,Mai 2021,Nordeste,Pernambuco,P.1 (Gama),132
989,2021-05,Mai 2021,Nordeste,Pernambuco,P.1.7,1
990,2021-05,Mai 2021,Nordeste,Rio Grande do Norte,P.1 (Gama),14
991,2021-05,Mai 2021,Nordeste,Sergipe,Outras,1
992,2021-05,Mai 2021,Nordeste,Sergipe,P.1 (Gama),15
993,2021-05,Mai 2021,Norte,Amazonas,Outras,97
994,2021-05,Mai 2021,Norte,Amazonas,P.1 (Gama),105
995,2021-05,Mai 2021,Norte,Amazonas,P.1.4,64
996,2021-05,Mai 2021,Norte,Pará,P.1 (Gama),23
997,2021-05,Mai 2021,Norte,Pará,P.1.7,2
998,2021-05,Mai 2021,Norte,Roraima,P.1 (Gama),1
999,2021-05,Mai 2021,Norte,Tocantins,P.1 (Gama),12
1000,2021-05,Mai 2021,Norte,Tocantins,P.1.7,7
1001,2021-05,Mai 2021,Sudeste,Espírito Santo,P.1 (Gama),8
1002,2021-05,Mai 2021,Sudeste,Minas Gerais,B.1.617.2 (Delta),1
1003,2021-05,Mai 2021,Sudeste,Minas Gerais,P.1 (Gama),4
1004,2021-05,Mai 2021,Sudeste,Rio de Janeiro,B.1.1.7 (Alfa),14
1005,2021-05,Mai 2021,Sudeste,Rio de Janeiro,Outras,5
1006,2021-05,Mai 2021,Sudeste,Rio de Janeiro,P.1 (Gama),886
1007,2021-05,Mai 2021,Sudeste,Rio de Janeiro,P.1.4,1
1008,2021-05,Mai 2021,Sudeste,Rio de Janeiro,P.1.7,2
1009,2021-05,Mai 2021,Sudeste,Rio de Janeiro,P.2,2
1010,2021-05,Mai 2021,Sudeste,São Paulo,B.1.1.28,4
1011,2021-05,Mai 2021,Sudeste,São Paulo,B.1.1.7 (Alfa),95
1012,2021-05,Mai 2021,Sudeste,São Paulo,B.1.617.2 (Delta),1
1013,2021-05,Mai 2021,Sudeste,São Paulo,Outras,68
1014,2021-05,Mai 2021,Sudeste,São Paulo,P.1 (Gama),2832
1015,2021-05,Mai 2021,Sudeste,São Paulo,P.1.7,71
1016,2021-05,Mai 2021,Sul,Paraná,B.1.1.7 (Alfa),2
1017,2021-05,Mai 2021,Sul,Paraná,P.1 (Gama),90
1018,2021-05,Mai 2021,Sul,Paraná,P.1.7,3
1019,2021-05,Mai 2021,Sul,Rio Grande do Sul,B.1.1.28,24
1020,2021-05,Mai 2021,Sul,Rio Grande do Sul,B.1.1.7 (Alfa),1
1021,2021-05,Mai 2021,Sul,Rio Grande do Sul,Outras,1
1022,2021-05,Mai 2021,Sul,Rio Grande do Sul,P.1 (Gama),132
1023,2021-05,Mai 2021,Sul,Santa Catarina,P.1 (Gama),44
1024,2021-05,Mai 2021,Sul,Santa Catarina,P.1.7,1
1025,2021-06,Jun 2021,Centro-oeste,Goiás,P.1 (Gama),316
1026,2021-06,Jun 2021,Centro-oeste,Goiás,P.1.7,113
1027,2021-06,Jun 2021,Centro-oeste,Mato Grosso,Outras,1
1028,2021-06,Jun 2021,Centro-oeste,Mato Grosso,P.1 (Gama),10
1029,2021-06,Jun 2021,Nordeste,Alagoas,P.1 (Gama),63
1030,2021-06,Jun 2021,Nordeste,Alagoas,P.1.7,2
1031,2021-06,Jun 2021,Nordeste,Bahia,B.1.1,1
1032,2021-06,Jun 2021,Nordeste,Bahia,B.1.1.7 (Alfa),21
1033,2021-06,Jun 2021,Nordeste,Bahia,Outras,1
1034,2021-06,Jun 2021,Nordeste,Bahia,P.1 (Gama),79
1035,2021-06,Jun 2021,Nordeste,Ceará,P.1 (Gama),91
1036,2021-06,Jun 2021,Nordeste,Maranhão,P.1 (Gama),2
1037,2021-06,Jun 2021,Nordeste,Maranhão,P.1.7,4
1038,2021-06,Jun 2021,Nordeste,Paraíba,P.1 (Gama),18
1039,2021-06,Jun 2021,Nordeste,Paraíba,P.1.7,3
1040,2021-06,Jun 2021,Nordeste,Pernambuco,P.1 (Gama),26
1041,2021-06,Jun 2021,Nordeste,Pernambuco,P.1.7,3
1042,2021-06,Jun 2021,Nordeste,Rio Grande do Norte,P.1 (Gama),14
1043,2021-06,Jun 2021,Nordeste,Sergipe,P.1 (Gama),4
1044,2021-06,Jun 2021,Norte,Amazonas,Outras,106
1045,2021-06,Jun 2021,Norte,Amazonas,P.1 (Gama),46
1046,2021-06,Jun 2021,Norte,Amazonas,P.1.4,143
1047,2021-06,Jun 2021,Norte,Amazonas,P.1.7,1
1048,2021-06,Jun 2021,Norte,Pará,P.1 (Gama),62
1049,2021-06,Jun 2021,Norte,Pará,P.1.7,5
1050,2021-06,Jun 2021,Norte,Tocantins,B.1.617.2 (Delta),1
1051,2021-06,Jun 2021,Norte,Tocantins,P.1 (Gama),10
1052,2021-06,Jun 2021,Norte,Tocantins,P.1.7,10
1053,2021-06,Jun 2021,Sudeste,Espírito Santo,P.1 (Gama),10
1054,2021-06,Jun 2021,Sudeste,Minas Gerais,P.1 (Gama),5
1055,2021-06,Jun 2021,Sudeste,Minas Gerais,P.1.7,1
1056,2021-06,Jun 2021,Sudeste,Rio de Janeiro,B.1.1,2
1057,2021-06,Jun 2021,Sudeste,Rio de Janeiro,B.1.1.7 (Alfa),5
1058,2021-06,Jun 2021,Sudeste,Rio de Janeiro,B.1.617.2 (Delta),63
1059,2021-06,Jun 2021,Sudeste,Rio de Janeiro,Outras,37
1060,2021-06,Jun 2021,Sudeste,Rio de Janeiro,P.1 (Gama),937
1061,2021-06,Jun 2021,Sudeste,Rio de Janeiro,P.1.4,3
1062,2021-06,Jun 2021,Sudeste,Rio de Janeiro,P.1.7,8
1063,2021-06,Jun 2021,Sudeste,Rio de Janeiro,P.2,1
1064,2021-06,Jun 2021,Sudeste,São Paulo,B.1.1.28,1
1065,2021-06,Jun 2021,Sudeste,São Paulo,B.1.1.7 (Alfa),14
1066,2021-06,Jun 2021,Sudeste,São Paulo,B.1.617.2 (Delta),6
1067,2021-06,Jun 2021,Sudeste,São Paulo,Outras,30
1068,2021-06,Jun 2021,Sudeste,São Paulo,P.1 (Gama),713
1069,2021-06,Jun 2021,Sudeste,São Paulo,P.1.4,1
1070,2021-06,Jun 2021,Sudeste,São Paulo,P.1.7,53
1071,2021-06,Jun 2021,Sul,Paraná,B.1.617.2 (Delta),2
1072,2021-06,Jun 2021,Sul,Paraná,P.1 (Gama),57
1073,2021-06,Jun 2021,Sul,Paraná,P.1.7,4
1074,2021-06,Jun 2021,Sul,Rio Grande do Sul,B.1.617.2 (Delta),1
1075,2021-06,Jun 2021,Sul,Rio Grande do Sul,P.1 (Gama),35
1076,2021-06,Jun 2021,Sul,Rio Grande do Sul,P.1.7,1
1077,2021-06,Jun 2021,Sul,Santa Catarina,B.1.1.7 (Alfa),1
1078,2021-06,Jun 2021,Sul,Santa Catarina,Outras,5
1079,2021-06,Jun 2021,Sul,Santa Catarina,P.1 (Gama),55
1080,2021-07,Jul 2021,Centro-oeste,Distrito Federal,P.1 (Gama),1
1081,2021-07,Jul 2021,Centro-oeste,Goiás,B.1.617.2 (Delta),3
1082,2021-07,Jul 2021,Centro-oeste,Goiás,Outras,1
1083,2021-07,Jul 2021,Centro-oeste,Goiás,P.1 (Gama),60
1084,2021-07,Jul 2021,Centro-oeste,Goiás,P.1.7,42
1085,2021-07,Jul 2021,Centro-oeste,Mato Grosso,B.1.617.2 (Delta),1
1086,2021-07,Jul 2021,Nordeste,Bahia,P.1 (Gama),9
1087,2021-07,Jul 2021,Nordeste,Ceará,P.1 (Gama),1
1088,2021-07,Jul 2021,Nordeste,Paraíba,P.1 (Gama),1
1089,2021-07,Jul 2021,Nordeste,Pernambuco,B.1.617.2 (Delta),3
1090,2021-07,Jul 2021,Nordeste,Pernambuco,P.1 (Gama),146
1091,2021-07,Jul 2021,Nordeste,Pernambuco,P.1.4,2
1092,2021-07,Jul 2021,Nordeste,Pernambuco,P.1.7,13
1093,2021-07,Jul 2021,Nordeste,Rio Grande do Norte,P.1 (Gama),8
1094,2021-07,Jul 2021,Norte,Amazonas,Outras,8
1095,2021-07,Jul 2021,Norte,Amazonas,P.1 (Gama),4
1096,2021-07,Jul 2021,Norte,Amazonas,P.1.4,35
1097,2021-07,Jul 2021,Norte,Tocantins,P.1 (Gama),6
1098,2021-07,Jul 2021,Norte,Tocantins,P.1.7,5
1099,2021-07,Jul 2021,Sudeste,Espírito Santo,P.1 (Gama),9
1100,2021-07,Jul 2021,Sudeste,Espírito Santo,P.1.7,1
1101,2021-07,Jul 2021,Sudeste,Rio de Janeiro,B.1.1.7 (Alfa),1
1102,2021-07,Jul 2021,Sudeste,Rio de Janeiro,B.1.617.2 (Delta),98
1103,2021-07,Jul 2021,Sudeste,Rio de Janeiro,Outras,15
1104,2021-07,Jul 2021,Sudeste,Rio de Janeiro,P.1 (Gama),164
1105,2021-07,Jul 2021,Sudeste,Rio de Janeiro,P.1.4,4
1106,2021-07,Jul 2021,Sudeste,Rio de Janeiro,P.1.7,4
1107,2021-07,Jul 2021,Sudeste,São Paulo,B.1.617.2 (Delta),100
1108,2021-07,Jul 2021,Sudeste,São Paulo,Outras,5
1109,2021-07,Jul 2021,Sudeste,São Paulo,P.1 (Gama),154
1110,2021-07,Jul 2021,Sudeste,São Paulo,P.1.4,2
1111,2021-07,Jul 2021,Sudeste,São Paulo,P.1.7,13
1112,2021-07,Jul 2021,Sul,Paraná,P.1 (Gama),7
1113,2021-07,Jul 2021,Sul,Paraná,P.1.7,1
1114,2021-07,Jul 2021,Sul,Paraná,P.2,1
1115,2021-07,Jul 2021,Sul,Rio Grande do Sul,B.1.1.28,1
1116,2021-07,Jul 2021,Sul,Rio Grande do Sul,P.1 (Gama),38
1117,2021-07,Jul 2021,Sul,Santa Catarina,Outras,1
1118,2021-07,Jul 2021,Sul,Santa Catarina,P.1 (Gama),8
