Fecha,Período,Región,Estado,Variantes relevantes,Cantidad
2023-08-01,Ago 2023,Norte,Amapá,FE.1.* (Omicron),6
2023-08-01,Ago 2023,Norte,Amapá,JD.1.* (Omicron),5
2023-08-01,Ago 2023,Norte,Amapá,XBB.1.5.70.*+GK.* (Omicron),4
2023-08-01,Ago 2023,Norte,Amazonas,JD.1.* (Omicron),1
2023-08-01,Ago 2023,Norte,Amazonas,Otras,5
2023-08-01,Ago 2023,Norte,Amazonas,XBB.1.5.* (Omicron),2
2023-08-01,Ago 2023,Norte,Amazonas,XBB.1.5.70.*+GK.* (Omicron),18
2023-08-01,Ago 2023,Norte,Pará,FE.1.* (Omicron),1
2023-08-01,Ago 2023,Norte,Pará,JD.1.* (Omicron),5
2023-08-01,Ago 2023,Norte,Pará,XBB.1.5.70.*+GK.* (Omicron),1
2023-08-01,Ago 2023,Norte,Rondônia,JD.1.* (Omicron),1
2023-08-01,Ago 2023,Norte,Rondônia,XBB.1.5.70.*+GK.* (Omicron),4
2023-08-01,Ago 2023,Norte,Roraima,Otras,2
2023-08-01,Ago 2023,Norte,Roraima,XBB.1.5.70.*+GK.* (Omicron),6
2023-08-01,Ago 2023,Norte,Tocantins,JD.1.* (Omicron),4
2023-08-01,Ago 2023,Norte,Tocantins,Otras,3
2023-08-01,Ago 2023,Norte,Tocantins,XBB.1.5.* (Omicron),2
2023-08-01,Ago 2023,Norte,Tocantins,XBB.1.5.70.*+GK.* (Omicron),2
2023-08-01,Ago 2023,Sureste,Espírito Santo,FE.1.* (Omicron),4
2023-08-01,Ago 2023,Sureste,Espírito Santo,JD.1.* (Omicron),2
2023-08-01,Ago 2023,Sureste,Espírito Santo,Otras,5
2023-08-01,Ago 2023,Sureste,Espírito Santo,XBB.1.5.* (Omicron),1
2023-08-01,Ago 2023,Sureste,Espírito Santo,XBB.1.5.70.*+GK.* (Omicron),10
2023-08-01,Ago 2023,Sureste,Minas Gerais,EG.5.* (Omicron),2
2023-08-01,Ago 2023,Sureste,Minas Gerais,FE.1.* (Omicron),17
2023-08-01,Ago 2023,Sureste,Minas Gerais,JD.1.* (Omicron),10
2023-08-01,Ago 2023,Sureste,Minas Gerais,Otras,16
2023-08-01,Ago 2023,Sureste,Minas Gerais,XBB.1.5.* (Omicron),12
2023-08-01,Ago 2023,Sureste,Minas Gerais,XBB.1.5.70.*+GK.* (Omicron),55
2023-08-01,Ago 2023,Sureste,Rio de Eneeiro,EG.5.* (Omicron),9
2023-08-01,Ago 2023,Sureste,Rio de Eneeiro,FE.1.* (Omicron),22
2023-08-01,Ago 2023,Sureste,Rio de Eneeiro,HA.1.* (Omicron),2
2023-08-01,Ago 2023,Sureste,Rio de Eneeiro,JD.1.* (Omicron),6
2023-08-01,Ago 2023,Sureste,Rio de Eneeiro,Otras,82
2023-08-01,Ago 2023,Sureste,Rio de Eneeiro,XBB.1.5.* (Omicron),9
2023-08-01,Ago 2023,Sureste,Rio de Eneeiro,XBB.1.5.70.*+GK.* (Omicron),60
2023-08-01,Ago 2023,Sureste,São Paulo,EG.5.* (Omicron),8
2023-08-01,Ago 2023,Sureste,São Paulo,FE.1.* (Omicron),25
2023-08-01,Ago 2023,Sureste,São Paulo,JD.1.* (Omicron),4
2023-08-01,Ago 2023,Sureste,São Paulo,Otras,15
2023-08-01,Ago 2023,Sureste,São Paulo,XBB.1.5.* (Omicron),4
2023-08-01,Ago 2023,Sureste,São Paulo,XBB.1.5.70.*+GK.* (Omicron),80
2023-08-01,Ago 2023,Sur,Paraná,FE.1.* (Omicron),2
2023-08-01,Ago 2023,Sur,Paraná,Otras,1
2023-08-01,Ago 2023,Sur,Paraná,XBB.1.5.* (Omicron),3
2023-08-01,Ago 2023,Sur,Paraná,XBB.1.5.70.*+GK.* (Omicron),9
2023-08-01,Ago 2023,Sur,Rio Grande do Sul,EG.5.* (Omicron),1
2023-08-01,Ago 2023,Sur,Rio Grande do Sul,FE.1.* (Omicron),7
2023-08-01,Ago 2023,Sur,Rio Grande do Sul,JD.1.* (Omicron),2
2023-08-01,Ago 2023,Sur,Rio Grande do Sul,Otras,8
2023-08-01,Ago 2023,Sur,Rio Grande do Sul,XBB.1.5.* (Omicron),5
2023-08-01,Ago 2023,Sur,Rio Grande do Sul,XBB.1.5.70.*+GK.* (Omicron),29
2023-08-01,Ago 2023,Sur,Santa Catarina,FE.1.* (Omicron),10
2023-08-01,Ago 2023,Sur,Santa Catarina,HA.1.* (Omicron),2
2023-08-01,Ago 2023,Sur,Santa Catarina,JD.1.* (Omicron),11
2023-08-01,Ago 2023,Sur,Santa Catarina,Otras,5
2023-08-01,Ago 2023,Sur,Santa Catarina,XBB.1.5.* (Omicron),2
2023-08-01,Ago 2023,Sur,Santa Catarina,XBB.1.5.70.*+GK.* (Omicron),24
2023-09-01,Sep 2023,Centro-oeste,Goiás,FE.1.* (Omicron),4
2023-09-01,Sep 2023,Centro-oeste,Goiás,JD.1.* (Omicron),134
2023-09-01,Sep 2023,Centro-oeste,Goiás,XBB.1.5.70.*+GK.* (Omicron),18
2023-09-01,Sep 2023,Centro-oeste,Mato Grosso,JD.1.* (Omicron),1
2023-09-01,Sep 2023,Centro-oeste,Mato Grosso,XBB.1.5.70.*+GK.* (Omicron),3
2023-09-01,Sep 2023,Centro-oeste,Mato Grosso do Sul,FE.1.* (Omicron),4
2023-09-01,Sep 2023,Centro-oeste,Mato Grosso do Sul,HA.1.* (Omicron),1
2023-09-01,Sep 2023,Centro-oeste,Mato Grosso do Sul,JD.1.* (Omicron),11
2023-09-01,Sep 2023,Centro-oeste,Mato Grosso do Sul,XBB.1.5.* (Omicron),1
2023-09-01,Sep 2023,Centro-oeste,Mato Grosso do Sul,XBB.1.5.70.*+GK.* (Omicron),16
2023-09-01,Sep 2023,Noreste,Alagoas,EG.5.* (Omicron),1
2023-09-01,Sep 2023,Noreste,Alagoas,JD.1.* (Omicron),1
2023-09-01,Sep 2023,Noreste,Alagoas,Otras,1
2023-09-01,Sep 2023,Noreste,Alagoas,XBB.1.5.70.*+GK.* (Omicron),2
2023-09-01,Sep 2023,Noreste,Bahia,FE.1.* (Omicron),1
2023-09-01,Sep 2023,Noreste,Bahia,JD.1.* (Omicron),4
2023-09-01,Sep 2023,Noreste,Bahia,XBB.1.5.70.*+GK.* (Omicron),7
2023-09-01,Sep 2023,Noreste,Maranhão,JD.1.* (Omicron),2
2023-09-01,Sep 2023,Noreste,Maranhão,Otras,1
2023-09-01,Sep 2023,Noreste,Paraíba,Otras,2
2023-09-01,Sep 2023,Noreste,Paraíba,XBB.1.5.70.*+GK.* (Omicron),6
2023-09-01,Sep 2023,Noreste,Pernambuco,FE.1.* (Omicron),1
2023-09-01,Sep 2023,Noreste,Pernambuco,JD.1.* (Omicron),1
2023-09-01,Sep 2023,Noreste,Pernambuco,Otras,2
2023-09-01,Sep 2023,Noreste,Pernambuco,XBB.1.5.70.*+GK.* (Omicron),2
2023-09-01,Sep 2023,Norte,Acre,JD.1.* (Omicron),3
2023-09-01,Sep 2023,Norte,Amapá,FE.1.* (Omicron),1
2023-09-01,Sep 2023,Norte,Amapá,JD.1.* (Omicron),5
2023-09-01,Sep 2023,Norte,Amapá,XBB.1.5.* (Omicron),1
2023-09-01,Sep 2023,Norte,Amazonas,Otras,1
2023-09-01,Sep 2023,Norte,Amazonas,XBB.1.5.* (Omicron),3
2023-09-01,Sep 2023,Norte,Amazonas,XBB.1.5.70.*+GK.* (Omicron),23
2023-09-01,Sep 2023,Norte,Pará,JD.1.* (Omicron),6
2023-09-01,Sep 2023,Norte,Pará,Otras,1
2023-09-01,Sep 2023,Norte,Pará,XBB.1.5.70.*+GK.* (Omicron),2
2023-09-01,Sep 2023,Norte,Rondônia,Otras,1
2023-09-01,Sep 2023,Norte,Rondônia,XBB.1.5.70.*+GK.* (Omicron),1
2023-09-01,Sep 2023,Norte,Roraima,Otras,2
2023-09-01,Sep 2023,Norte,Roraima,XBB.1.5.70.*+GK.* (Omicron),4
2023-09-01,Sep 2023,Norte,Tocantins,JD.1.* (Omicron),6
2023-09-01,Sep 2023,Sureste,Espírito Santo,EG.5.* (Omicron),5
2023-09-01,Sep 2023,Sureste,Espírito Santo,JD.1.* (Omicron),8
2023-09-01,Sep 2023,Sureste,Espírito Santo,Otras,5
2023-09-01,Sep 2023,Sureste,Espírito Santo,XBB.1.5.* (Omicron),1
2023-09-01,Sep 2023,Sureste,Espírito Santo,XBB.1.5.70.*+GK.* (Omicron),34
2023-09-01,Sep 2023,Sureste,Minas Gerais,EG.5.* (Omicron),4
2023-09-01,Sep 2023,Sureste,Minas Gerais,FE.1.* (Omicron),3
2023-09-01,Sep 2023,Sureste,Minas Gerais,JD.1.* (Omicron),23
2023-09-01,Sep 2023,Sureste,Minas Gerais,Otras,13
2023-09-01,Sep 2023,Sureste,Minas Gerais,XBB.1.5.* (Omicron),10
2023-09-01,Sep 2023,Sureste,Minas Gerais,XBB.1.5.70.*+GK.* (Omicron),72
2023-09-01,Sep 2023,Sureste,Rio de Eneeiro,EG.5.* (Omicron),24
2023-09-01,Sep 2023,Sureste,Rio de Eneeiro,FE.1.* (Omicron),18
2023-09-01,Sep 2023,Sureste,Rio de Eneeiro,HA.1.* (Omicron),1
2023-09-01,Sep 2023,Sureste,Rio de Eneeiro,JD.1.* (Omicron),52
2023-09-01,Sep 2023,Sureste,Rio de Eneeiro,Otras,249
2023-09-01,Sep 2023,Sureste,Rio de Eneeiro,XBB.1.5.* (Omicron),31
2023-09-01,Sep 2023,Sureste,Rio de Eneeiro,XBB.1.5.70.*+GK.* (Omicron),200
2023-09-01,Sep 2023,Sureste,São Paulo,EG.5.* (Omicron),11
2023-09-01,Sep 2023,Sureste,São Paulo,FE.1.* (Omicron),20
2023-09-01,Sep 2023,Sureste,São Paulo,HA.1.* (Omicron),2
2023-09-01,Sep 2023,Sureste,São Paulo,JD.1.* (Omicron),89
2023-09-01,Sep 2023,Sureste,São Paulo,JN.1.*+BA.2.86.* (Omicron),1
2023-09-01,Sep 2023,Sureste,São Paulo,Otras,21
2023-09-01,Sep 2023,Sureste,São Paulo,XBB.1.5.* (Omicron),1
2023-09-01,Sep 2023,Sureste,São Paulo,XBB.1.5.70.*+GK.* (Omicron),186
2023-09-01,Sep 2023,Sur,Paraná,FE.1.* (Omicron),5
2023-09-01,Sep 2023,Sur,Paraná,JD.1.* (Omicron),6
2023-09-01,Sep 2023,Sur,Paraná,Otras,12
2023-09-01,Sep 2023,Sur,Paraná,XBB.1.5.* (Omicron),4
2023-09-01,Sep 2023,Sur,Paraná,XBB.1.5.70.*+GK.* (Omicron),67
2023-09-01,Sep 2023,Sur,Rio Grande do Sul,EG.5.* (Omicron),2
2023-09-01,Sep 2023,Sur,Rio Grande do Sul,FE.1.* (Omicron),11
2023-09-01,Sep 2023,Sur,Rio Grande do Sul,JD.1.* (Omicron),22
2023-09-01,Sep 2023,Sur,Rio Grande do Sul,Otras,13
2023-09-01,Sep 2023,Sur,Rio Grande do Sul,XBB.1.5.* (Omicron),3
2023-09-01,Sep 2023,Sur,Rio Grande do Sul,XBB.1.5.70.*+GK.* (Omicron),70
2023-09-01,Sep 2023,Sur,Santa Catarina,EG.5.* (Omicron),3
2023-09-01,Sep 2023,Sur,Santa Catarina,FE.1.* (Omicron),10
2023-09-01,Sep 2023,Sur,Santa Catarina,HA.1.* (Omicron),1
2023-09-01,Sep 2023,Sur,Santa Catarina,JD.1.* (Omicron),20
2023-09-01,Sep 2023,Sur,Santa Catarina,Otras,10
2023-09-01,Sep 2023,Sur,Santa Catarina,XBB.1.5.* (Omicron),2
2023-09-01,Sep 2023,Sur,Santa Catarina,XBB.1.5.70.*+GK.* (Omicron),61
2023-10-01,Oct 2023,Centro-oeste,Distrito Federal,JD.1.* (Omicron),34
2023-10-01,Oct 2023,Centro-oeste,Distrito Federal,JN.1.*+BA.2.86.* (Omicron),1
2023-10-01,Oct 2023,Centro-oeste,Distrito Federal,XBB.1.5.70.*+GK.* (Omicron),5
2023-10-01,Oct 2023,Centro-oeste,Goiás,FE.1.* (Omicron),1
2023-10-01,Oct 2023,Centro-oeste,Goiás,JD.1.* (Omicron),154
2023-10-01,Oct 2023,Centro-oeste,Goiás,Otras,1
2023-10-01,Oct 2023,Centro-oeste,Goiás,XBB.1.5.70.*+GK.* (Omicron),18
2023-10-01,Oct 2023,Centro-oeste,Mato Grosso,JD.1.* (Omicron),7
2023-10-01,Oct 2023,Centro-oeste,Mato Grosso,Otras,1
2023-10-01,Oct 2023,Centro-oeste,Mato Grosso,XBB.1.5.70.*+GK.* (Omicron),1
2023-10-01,Oct 2023,Centro-oeste,Mato Grosso do Sul,EG.5.* (Omicron),2
2023-10-01,Oct 2023,Centro-oeste,Mato Grosso do Sul,FE.1.* (Omicron),1
2023-10-01,Oct 2023,Centro-oeste,Mato Grosso do Sul,JD.1.* (Omicron),22
2023-10-01,Oct 2023,Centro-oeste,Mato Grosso do Sul,JN.1.*+BA.2.86.* (Omicron),1
2023-10-01,Oct 2023,Centro-oeste,Mato Grosso do Sul,Otras,2
2023-10-01,Oct 2023,Centro-oeste,Mato Grosso do Sul,XBB.1.5.* (Omicron),1
2023-10-01,Oct 2023,Centro-oeste,Mato Grosso do Sul,XBB.1.5.70.*+GK.* (Omicron),24
2023-10-01,Oct 2023,Noreste,Alagoas,JD.1.* (Omicron),3
2023-10-01,Oct 2023,Noreste,Alagoas,XBB.1.5.70.*+GK.* (Omicron),5
2023-10-01,Oct 2023,Noreste,Bahia,JD.1.* (Omicron),55
2023-10-01,Oct 2023,Noreste,Bahia,Otras,12
2023-10-01,Oct 2023,Noreste,Bahia,XBB.1.5.70.*+GK.* (Omicron),39
2023-10-01,Oct 2023,Noreste,Ceará,JD.1.* (Omicron),6
2023-10-01,Oct 2023,Noreste,Ceará,Otras,1
2023-10-01,Oct 2023,Noreste,Maranhão,JD.1.* (Omicron),2
2023-10-01,Oct 2023,Noreste,Maranhão,Otras,1
2023-10-01,Oct 2023,Noreste,Maranhão,XBB.1.5.70.*+GK.* (Omicron),1
2023-10-01,Oct 2023,Noreste,Paraíba,JD.1.* (Omicron),1
2023-10-01,Oct 2023,Noreste,Paraíba,JN.1.*+BA.2.86.* (Omicron),1
2023-10-01,Oct 2023,Noreste,Paraíba,XBB.1.5.70.*+GK.* (Omicron),5
2023-10-01,Oct 2023,Noreste,Pernambuco,JD.1.* (Omicron),3
2023-10-01,Oct 2023,Noreste,Pernambuco,XBB.1.5.70.*+GK.* (Omicron),4
2023-10-01,Oct 2023,Noreste,Rio Grande do Norte,JD.1.* (Omicron),2
2023-10-01,Oct 2023,Noreste,Rio Grande do Norte,XBB.1.5.70.*+GK.* (Omicron),9
2023-10-01,Oct 2023,Noreste,Sergipe,Otras,1
2023-10-01,Oct 2023,Norte,Acre,JD.1.* (Omicron),23
2023-10-01,Oct 2023,Norte,Acre,XBB.1.5.70.*+GK.* (Omicron),2
2023-10-01,Oct 2023,Norte,Amapá,JD.1.* (Omicron),5
2023-10-01,Oct 2023,Norte,Amazonas,JD.1.* (Omicron),1
2023-10-01,Oct 2023,Norte,Amazonas,Otras,1
2023-10-01,Oct 2023,Norte,Amazonas,XBB.1.5.70.*+GK.* (Omicron),22
2023-10-01,Oct 2023,Norte,Pará,JD.1.* (Omicron),6
2023-10-01,Oct 2023,Norte,Pará,Otras,1
2023-10-01,Oct 2023,Norte,Pará,XBB.1.5.70.*+GK.* (Omicron),1
2023-10-01,Oct 2023,Norte,Rondônia,JD.1.* (Omicron),3
2023-10-01,Oct 2023,Norte,Roraima,XBB.1.5.* (Omicron),2
2023-10-01,Oct 2023,Norte,Tocantins,JD.1.* (Omicron),4
2023-10-01,Oct 2023,Sureste,Espírito Santo,FE.1.* (Omicron),1
2023-10-01,Oct 2023,Sureste,Espírito Santo,JD.1.* (Omicron),36
2023-10-01,Oct 2023,Sureste,Espírito Santo,Otras,10
2023-10-01,Oct 2023,Sureste,Espírito Santo,XBB.1.5.* (Omicron),1
2023-10-01,Oct 2023,Sureste,Espírito Santo,XBB.1.5.70.*+GK.* (Omicron),47
2023-10-01,Oct 2023,Sureste,Minas Gerais,EG.5.* (Omicron),3
2023-10-01,Oct 2023,Sureste,Minas Gerais,FE.1.* (Omicron),1
2023-10-01,Oct 2023,Sureste,Minas Gerais,JD.1.* (Omicron),37
2023-10-01,Oct 2023,Sureste,Minas Gerais,Otras,6
2023-10-01,Oct 2023,Sureste,Minas Gerais,XBB.1.5.* (Omicron),2
2023-10-01,Oct 2023,Sureste,Minas Gerais,XBB.1.5.70.*+GK.* (Omicron),38
2023-10-01,Oct 2023,Sureste,Rio de Eneeiro,EG.5.* (Omicron),12
2023-10-01,Oct 2023,Sureste,Rio de Eneeiro,JD.1.* (Omicron),59
2023-10-01,Oct 2023,Sureste,Rio de Eneeiro,Otras,68
2023-10-01,Oct 2023,Sureste,Rio de Eneeiro,XBB.1.5.* (Omicron),23
2023-10-01,Oct 2023,Sureste,Rio de Eneeiro,XBB.1.5.70.*+GK.* (Omicron),155
2023-10-01,Oct 2023,Sureste,São Paulo,EG.5.* (Omicron),16
2023-10-01,Oct 2023,Sureste,São Paulo,FE.1.* (Omicron),11
2023-10-01,Oct 2023,Sureste,São Paulo,JD.1.* (Omicron),322
2023-10-01,Oct 2023,Sureste,São Paulo,JN.1.*+BA.2.86.* (Omicron),5
2023-10-01,Oct 2023,Sureste,São Paulo,Otras,42
2023-10-01,Oct 2023,Sureste,São Paulo,XBB.1.5.* (Omicron),9
2023-10-01,Oct 2023,Sureste,São Paulo,XBB.1.5.70.*+GK.* (Omicron),419
2023-10-01,Oct 2023,Sur,Paraná,EG.5.* (Omicron),1
2023-10-01,Oct 2023,Sur,Paraná,FE.1.* (Omicron),3
2023-10-01,Oct 2023,Sur,Paraná,JD.1.* (Omicron),32
2023-10-01,Oct 2023,Sur,Paraná,Otras,9
2023-10-01,Oct 2023,Sur,Paraná,XBB.1.5.70.*+GK.* (Omicron),37
2023-10-01,Oct 2023,Sur,Rio Grande do Sul,EG.5.* (Omicron),6
2023-10-01,Oct 2023,Sur,Rio Grande do Sul,FE.1.* (Omicron),3
2023-10-01,Oct 2023,Sur,Rio Grande do Sul,JD.1.* (Omicron),28
2023-10-01,Oct 2023,Sur,Rio Grande do Sul,JN.1.*+BA.2.86.* (Omicron),7
2023-10-01,Oct 2023,Sur,Rio Grande do Sul,Otras,14
2023-10-01,Oct 2023,Sur,Rio Grande do Sul,XBB.1.5.* (Omicron),2
2023-10-01,Oct 2023,Sur,Rio Grande do Sul,XBB.1.5.70.*+GK.* (Omicron),56
2023-10-01,Oct 2023,Sur,Santa Catarina,EG.5.* (Omicron),2
2023-10-01,Oct 2023,Sur,Santa Catarina,FE.1.* (Omicron),3
2023-10-01,Oct 2023,Sur,Santa Catarina,JD.1.* (Omicron),58
2023-10-01,Oct 2023,Sur,Santa Catarina,Otras,18
2023-10-01,Oct 2023,Sur,Santa Catarina,XBB.1.5.* (Omicron),2
2023-10-01,Oct 2023,Sur,Santa Catarina,XBB.1.5.70.*+GK.* (Omicron),82
2023-11-01,Nov 2023,Centro-oeste,Distrito Federal,JD.1.* (Omicron),34
2023-11-01,Nov 2023,Centro-oeste,Distrito Federal,JN.1.*+BA.2.86.* (Omicron),1
2023-11-01,Nov 2023,Centro-oeste,Distrito Federal,Otras,1
2023-11-01,Nov 2023,Centro-oeste,Distrito Federal,XBB.1.5.70.*+GK.* (Omicron),5
2023-11-01,Nov 2023,Centro-oeste,Goiás,JD.1.* (Omicron),60
2023-11-01,Nov 2023,Centro-oeste,Goiás,Otras,4
2023-11-01,Nov 2023,Centro-oeste,Goiás,XBB.1.5.70.*+GK.* (Omicron),6
2023-11-01,Nov 2023,Centro-oeste,Mato Grosso,JD.1.* (Omicron),1
2023-11-01,Nov 2023,Centro-oeste,Mato Grosso do Sul,JD.1.* (Omicron),56
2023-11-01,Nov 2023,Centro-oeste,Mato Grosso do Sul,Otras,5
2023-11-01,Nov 2023,Centro-oeste,Mato Grosso do Sul,XBB.1.5.* (Omicron),1
2023-11-01,Nov 2023,Centro-oeste,Mato Grosso do Sul,XBB.1.5.70.*+GK.* (Omicron),21
2023-11-01,Nov 2023,Noreste,Alagoas,JD.1.* (Omicron),38
2023-11-01,Nov 2023,Noreste,Alagoas,JN.1.*+BA.2.86.* (Omicron),3
2023-11-01,Nov 2023,Noreste,Alagoas,XBB.1.5.70.*+GK.* (Omicron),8
2023-11-01,Nov 2023,Noreste,Bahia,FE.1.* (Omicron),1
2023-11-01,Nov 2023,Noreste,Bahia,JD.1.* (Omicron),89
2023-11-01,Nov 2023,Noreste,Bahia,JN.1.*+BA.2.86.* (Omicron),1
2023-11-01,Nov 2023,Noreste,Bahia,Otras,15
2023-11-01,Nov 2023,Noreste,Bahia,XBB.1.5.70.*+GK.* (Omicron),22
2023-11-01,Nov 2023,Noreste,Ceará,JD.1.* (Omicron),23
2023-11-01,Nov 2023,Noreste,Ceará,JN.1.*+BA.2.86.* (Omicron),203
2023-11-01,Nov 2023,Noreste,Ceará,Otras,2
2023-11-01,Nov 2023,Noreste,Ceará,XBB.1.5.70.*+GK.* (Omicron),2
2023-11-01,Nov 2023,Noreste,Maranhão,EG.5.* (Omicron),1
2023-11-01,Nov 2023,Noreste,Maranhão,JD.1.* (Omicron),8
2023-11-01,Nov 2023,Noreste,Maranhão,JN.1.*+BA.2.86.* (Omicron),2
2023-11-01,Nov 2023,Noreste,Maranhão,XBB.1.5.70.*+GK.* (Omicron),14
2023-11-01,Nov 2023,Noreste,Paraíba,JD.1.* (Omicron),15
2023-11-01,Nov 2023,Noreste,Paraíba,JN.1.*+BA.2.86.* (Omicron),10
2023-11-01,Nov 2023,Noreste,Paraíba,Otras,1
2023-11-01,Nov 2023,Noreste,Paraíba,XBB.1.5.70.*+GK.* (Omicron),32
2023-11-01,Nov 2023,Noreste,Pernambuco,JD.1.* (Omicron),33
2023-11-01,Nov 2023,Noreste,Pernambuco,Otras,1
2023-11-01,Nov 2023,Noreste,Pernambuco,XBB.1.5.70.*+GK.* (Omicron),14
2023-11-01,Nov 2023,Noreste,Rio Grande do Norte,JD.1.* (Omicron),4
2023-11-01,Nov 2023,Noreste,Rio Grande do Norte,Otras,1
2023-11-01,Nov 2023,Noreste,Rio Grande do Norte,XBB.1.5.70.*+GK.* (Omicron),19
2023-11-01,Nov 2023,Noreste,Sergipe,JD.1.* (Omicron),14
2023-11-01,Nov 2023,Noreste,Sergipe,Otras,1
2023-11-01,Nov 2023,Noreste,Sergipe,XBB.1.5.70.*+GK.* (Omicron),3
2023-11-01,Nov 2023,Norte,Acre,JD.1.* (Omicron),46
2023-11-01,Nov 2023,Norte,Acre,Otras,4
